,Game,Score
0,0,-82.94010420552792
1,1,-130.52872536975974
2,2,-119.00223319624502
3,3,-323.6753350104656
4,4,-84.88880106895925
5,5,-119.24164057554393
6,6,-78.45926092045218
7,7,-205.15560000822256
8,8,-65.01570152774613
9,9,-407.12177829110624
10,10,-63.02275371241052
11,11,-63.440921347490885
12,12,-198.07467291771806
13,13,-287.61598084954835
14,14,-341.33988941764153
15,15,-112.22021247063917
16,16,-118.41234842606323
17,17,-36.52604811658074
18,18,-226.60122908742125
19,19,-215.05912027747235
20,20,-191.2220864752778
21,21,-41.20817756962755
22,22,-202.4901961857819
23,23,-132.40496325298528
24,24,-50.11665428400343
25,25,-176.81929258064872
26,26,-182.00971089565726
27,27,-149.4807354895065
28,28,-256.76962421947513
29,29,-185.3960209268095
30,30,-106.53677267906703
31,31,-337.38374185426864
32,32,-86.10946721512134
33,33,-164.58479625122013
34,34,-148.65169482620468
35,35,152.43351146719635
36,36,-177.6824716830528
37,37,-91.5437828122357
38,38,-47.46969807574229
39,39,-80.73035466876678
40,40,-151.73892279981737
41,41,-23.12417314798429
42,42,-142.442807545877
43,43,-174.6121829818316
44,44,-103.46449104001715
45,45,-145.63383465322966
46,46,-101.22688029997369
47,47,-16.192250765702997
48,48,-79.77564194375066
49,49,-69.68323070598419
50,50,-100.40145850710367
51,51,-104.39032439883124
52,52,-72.8915006697603
53,53,-102.26983929248914
54,54,-79.2364213275541
55,55,-79.34331774734677
56,56,-73.33409421237432
57,57,-61.17040985879681
58,58,-142.57611715528736
59,59,-65.07354210953888
60,60,-48.396202513380636
61,61,-50.48470752507481
62,62,-54.67811146359362
63,63,-3.103337516391191
64,64,-62.091132442197875
65,65,-11.339877957846962
66,66,-53.13259060311115
67,67,-67.82224815426596
68,68,-73.30462450115128
69,69,-51.850635735073105
70,70,-69.41398844683903
71,71,-23.634648930101374
72,72,-42.66715507264246
73,73,-63.30395608064117
74,74,-33.79685843457215
75,75,-9.218359719046914
76,76,-26.617529542177
77,77,-44.725992157262226
78,78,-68.36806865328127
79,79,-11.43777667075431
80,80,-52.09934860333053
81,81,-52.7766103079137
82,82,-15.849173674392496
83,83,-63.15108613577668
84,84,-53.653013906739005
85,85,0.699333017896212
86,86,-38.05396713453222
87,87,-53.17793771205043
88,88,-141.23974355278006
89,89,-47.30763239703548
90,90,-32.64940456460026
91,91,-11.027862196422507
92,92,-37.42368677444067
93,93,-35.02859131055532
94,94,-44.449428086525515
95,95,-30.046391859368484
96,96,-63.74127669413603
97,97,-64.86211006027361
98,98,-73.90888398262064
99,99,-35.973203059814665
100,100,-43.283274153795006
101,101,-23.357731195740513
102,102,-61.05282575427681
103,103,-29.98153417731391
104,104,-107.107968873553
105,105,-67.8966439078529
106,106,-26.988924535379986
107,107,-199.13757554616114
108,108,-33.52468746101891
109,109,-63.0136447088294
110,110,-10.740923469003967
111,111,-57.832294190303955
112,112,-11.174542584943843
113,113,-71.3679856306224
114,114,-46.17903903752494
115,115,-35.49394046523104
116,116,-26.8581939232832
117,117,-10.391306221295105
118,118,-118.35023837021443
119,119,-76.86957266646374
120,120,-25.54273136355443
121,121,-68.47379259861766
122,122,-87.13773153396106
123,123,-63.932075159081386
124,124,-153.10113365601288
125,125,-86.78219638557113
126,126,-67.39341986649445
127,127,-11.837961384601442
128,128,-23.912797117002142
129,129,-143.7298936404665
130,130,-66.99974905945935
131,131,-64.92322481566983
132,132,-76.06893344263348
133,133,191.13302060325736
134,134,-57.760515951999295
135,135,152.8875313056946
136,136,-87.0624843591835
137,137,-108.25031122376875
138,138,180.6795884922583
139,139,-60.63975129300925
140,140,-87.11122423161187
141,141,154.9437615374968
142,142,-121.92144026044728
143,143,-19.2413401261045
144,144,-52.75998520115823
145,145,208.0941356165936
146,146,-13.912395739817148
147,147,-71.03436540988828
148,148,-177.47236856143394
149,149,-17.253382914988425
150,150,-300.53540382126835
151,151,-67.65421584168388
152,152,1.737487355794655
153,153,215.64626221350738
154,154,211.02531060663262
155,155,176.6397249901908
156,156,157.71832319110825
157,157,-3.192704780704247
158,158,-40.93147408496052
159,159,-64.17976747967019
160,160,187.1741651740527
161,161,180.2390655781469
162,162,-68.73319280953856
163,163,-86.07940156156346
164,164,200.35534343772298
165,165,246.51539649163385
166,166,215.86862608772387
167,167,174.69108078442878
168,168,201.9225266925894
169,169,213.84108230975895
170,170,52.737706550866676
171,171,72.80927561780946
172,172,58.465802641510976
173,173,197.25678385736265
174,174,-42.562669776316255
175,175,-42.833614445365846
176,176,-83.22920073001934
177,177,229.98528317456186
178,178,201.54822060723083
179,179,-24.993652469340063
180,180,167.1430813164262
181,181,161.68442900903142
182,182,152.13162633448133
183,183,260.65525231775007
184,184,-17.637540051538778
185,185,-60.66957963167046
186,186,233.28401811197972
187,187,4.696327278845885
188,188,269.8789588481347
189,189,244.42701899494733
190,190,180.99851581922715
191,191,-158.55640574106658
192,192,180.2246000701964
193,193,-104.92680969355139
194,194,187.41659792842302
195,195,210.47800982938747
196,196,167.45338634592036
197,197,-128.89349430841793
198,198,-97.89842219915056
199,199,-177.92095423471443
200,200,-12.213557849843482
201,201,199.91827360814293
202,202,-21.102733971147032
203,203,169.29416055046525
204,204,-170.3463206237117
205,205,202.24578868425723
206,206,232.11892922764108
207,207,212.40939573683883
208,208,232.3958123017022
209,209,-147.18335723756064
210,210,206.22975125378923
211,211,214.23377814480156
212,212,195.08857478998317
213,213,-0.8002824810673275
214,214,201.66875717116457
215,215,-78.42380422128535
216,216,187.17222038702124
217,217,-29.18603528285061
218,218,167.65887854399205
219,219,-62.20615547366641
220,220,253.5771156380274
221,221,245.07749224560982
222,222,273.36200773956614
223,223,-8.425681040796647
224,224,9.508351813521514
225,225,225.73544048388666
226,226,215.18188459175292
227,227,254.69971921537402
228,228,232.8433190812306
229,229,40.70047147586723
230,230,182.40213090551762
231,231,187.97256446347458
232,232,236.60104221926287
233,233,-118.40525327965426
234,234,193.83261397359547
235,235,-269.42651686563136
236,236,-268.5785920707268
237,237,-63.31729820907269
238,238,232.62230686673863
239,239,296.00664097416126
240,240,182.1313846775454
241,241,248.6856616437131
242,242,172.29499973589543
243,243,239.6300413681456
244,244,198.43976133284917
245,245,203.34437258115156
246,246,244.89229682021121
247,247,233.82130222762865
248,248,230.6413741683873
249,249,246.70556561101432
250,250,258.51836295539863
251,251,-34.573772023085624
252,252,281.0422348805662
253,253,207.8233286733015
254,254,219.01470355058382
255,255,-597.4862185673089
256,256,232.7886071016864
257,257,242.81100603330563
258,258,248.55628024368545
259,259,265.6272639868904
260,260,218.07333768999112
261,261,227.66710573832768
262,262,197.3418884969532
263,263,-527.0659830472327
264,264,191.2753926880737
265,265,213.33881715415794
266,266,284.9545389448499
267,267,258.65671109434356
268,268,288.5316913974333
269,269,227.38992610530667
270,270,257.49613096393847
271,271,252.1443608279129
272,272,253.64145002696458
273,273,195.30637582178144
274,274,252.62214152961226
275,275,183.36585640394782
276,276,278.9184255381599
277,277,294.27826186728157
278,278,246.460799841945
279,279,231.6618083881474
280,280,195.49374558034486
281,281,234.20969426140113
282,282,235.04491106441913
283,283,279.5593310713665
284,284,254.71260004656858
285,285,259.9762017328536
286,286,183.88308012304788
287,287,270.5937555328312
288,288,189.09511378023126
289,289,232.56986319340766
290,290,227.71642102177572
291,291,255.34305054371146
292,292,252.0850712946168
293,293,-190.27583008407416
294,294,220.90357705590964
295,295,269.1618457797507
296,296,288.1242715146165
297,297,-71.9275221184522
298,298,205.17869457502837
299,299,231.04512327023696
300,300,-261.0627722180092
301,301,295.1506712361778
302,302,224.2339769271898
303,303,254.3573005100479
304,304,145.08687711979462
305,305,223.05626584649502
306,306,216.5139720333254
307,307,10.646582958583892
308,308,273.58716653886086
309,309,241.08391492910496
310,310,-165.25485800217473
311,311,-72.06244568392762
312,312,232.10762119137544
313,313,217.21338051013345
314,314,255.82177656511226
315,315,257.6554461010228
316,316,136.66897106116565
317,317,-343.0697125194971
318,318,-215.772861679654
319,319,257.4225086057851
320,320,202.96511824313245
321,321,256.8458760961236
322,322,-225.2035938665557
323,323,253.4143890954935
324,324,224.34639370014142
325,325,172.55414782865927
326,326,-233.91176124049304
327,327,217.40025652088423
328,328,257.55267328845474
329,329,226.96852376674036
330,330,-224.23924568026
331,331,240.2526366244892
332,332,234.84660940811347
333,333,236.28592221885526
334,334,259.39311500178303
335,335,269.5992917265391
336,336,221.88822605414623
337,337,247.63603473199797
338,338,273.83584801316636
339,339,200.12887736927686
340,340,171.19026347429616
341,341,23.78032050504622
342,342,258.27094001249765
343,343,227.8119189126704
344,344,257.71572101370685
345,345,257.8102651477818
346,346,230.5145165153882
347,347,224.99393388982045
348,348,249.7244323666135
349,349,283.1252221294865
350,350,257.585360103074
351,351,233.2193117117174
352,352,125.22873884357715
353,353,224.50414752704324
354,354,223.7377072925574
355,355,285.9336021341381
356,356,187.83495206747077
357,357,213.06164279047408
358,358,213.75108442145176
359,359,275.97496033968605
360,360,202.47640918998195
361,361,273.7065823668471
362,362,279.94230736981217
363,363,-41.311761176554846
364,364,226.45468410644764
365,365,244.7543514054894
366,366,-168.57261443145816
367,367,280.11879584377107
368,368,208.59512938847075
369,369,18.905589414349492
370,370,253.49670997104764
371,371,99.99240441514831
372,372,238.15805209794658
373,373,194.9906235096969
374,374,-76.45118068622837
375,375,254.333622186918
376,376,266.1520080413176
377,377,242.3126761028909
378,378,277.5493513618021
379,379,184.8781692153022
380,380,3.0810216338148706
381,381,243.3965627911621
382,382,242.6051317029698
383,383,235.2089354116835
384,384,227.2006178041999
385,385,-46.08576593491232
386,386,227.5466864372699
387,387,258.2771997781419
388,388,279.94431679710647
389,389,188.1725702732192
390,390,233.82834730010507
391,391,278.7366787944852
392,392,263.0792678842438
393,393,-8.391104874942712
394,394,243.35212791440705
395,395,-0.8985560820180467
396,396,272.7317363687086
397,397,-71.68714963158995
398,398,38.36931399841512
399,399,154.32847157132028
400,400,229.562465515521
401,401,259.3499199958502
402,402,-35.54550146673181
403,403,-49.31133250333811
404,404,268.13715678927633
405,405,116.69654109381084
406,406,222.3780366941204
407,407,250.85522272925533
408,408,223.65260968673505
409,409,267.2332788303058
410,410,-158.95029231829295
411,411,-157.02170908987432
412,412,-77.02111825961569
413,413,252.20175931502686
414,414,265.6059465303805
415,415,-294.04783323483286
416,416,239.34300726485424
417,417,184.0869433735445
418,418,242.17523362574067
419,419,265.7282344714781
420,420,232.18347954106616
421,421,220.53487151269997
422,422,213.02758798580768
423,423,-28.211842596974193
424,424,-305.64329362331017
425,425,-234.43284887964924
426,426,209.71539928164134
427,427,246.51370595328297
428,428,211.42295619983898
429,429,-0.7838600821654893
430,430,235.2644836033323
431,431,237.40044734114375
432,432,224.23520782353995
433,433,-16.566015967849665
434,434,-15.429359150326476
435,435,269.8229098669167
436,436,-35.58104516677234
437,437,247.59890419243834
438,438,280.8361591678321
439,439,-22.84542034862919
440,440,248.99269766063102
441,441,282.6217975430169
442,442,-30.72637376549011
443,443,199.69004656454337
444,444,148.88830084782998
445,445,238.6034135097817
446,446,-74.87005858157812
447,447,196.00266221998064
448,448,-54.89256214693484
449,449,224.5415372137088
450,450,-2.155226998422677
451,451,272.426423889084
452,452,5.537267938887652
453,453,212.18516578186097
454,454,249.7674433764595
455,455,205.84045679037746
456,456,206.64095270361003
457,457,-45.95149885348219
458,458,-20.210567729389496
459,459,-54.34275633426029
460,460,-185.84683294615513
461,461,-86.03445577640525
462,462,-168.67001904889995
463,463,276.7098115032511
464,464,219.9062562870377
465,465,279.7150429371447
466,466,-357.550054199386
467,467,199.8992741007877
468,468,234.52553729028176
469,469,-258.48246829887023
470,470,263.13548213185345
471,471,230.16655771792014
472,472,250.60217687805292
473,473,273.5425503698607
474,474,-236.4314176236249
475,475,230.28964768520336
476,476,207.3184216309129
477,477,-42.546510997217645
478,478,249.7519939381009
479,479,-289.22504959527276
480,480,-374.19058294817233
481,481,-80.91647478873895
482,482,-288.86652931889773
483,483,-312.6167671801856
484,484,-70.86885657652357
485,485,-299.1243336562394
486,486,282.3328659030003
487,487,-326.9320372251875
488,488,-122.6145593083784
489,489,-460.50631769214107
490,490,-301.96122704712184
491,491,276.2705754138381
492,492,-345.26833048305406
493,493,-252.80086595324153
494,494,-300.52224377667164
495,495,-257.58932722625275
496,496,-98.72569826539063
497,497,-285.9154386046348
498,498,-163.35190182961196
499,499,-82.1167626341601
500,500,220.6089973958666
501,501,-55.10889017318651
502,502,-22.126673522172112
503,503,-33.688488921068696
504,504,-350.44792219547935
505,505,23.673038109268916
506,506,-26.84919098363673
507,507,-152.8870956483133
508,508,232.65222265047748
509,509,271.9213554828401
510,510,242.22018044798068
511,511,25.661534412359046
512,512,-122.1681750784879
513,513,243.49588049362865
514,514,-184.11591314489542
515,515,259.91891181286957
516,516,-226.67430707258666
517,517,271.44114709249897
518,518,271.0292762090702
519,519,263.5401726957906
520,520,266.6143131529721
521,521,229.03604813648317
522,522,235.08679128855442
523,523,211.48441382442815
524,524,237.5886744223982
525,525,241.3141205920216
526,526,256.52416815305986
527,527,264.41271442606507
528,528,229.91778077267244
529,529,-96.91193172776717
530,530,-81.03242944352185
531,531,256.03388432718197
532,532,239.80633358404282
533,533,218.9132201154427
534,534,261.9541542459275
535,535,232.6768069475267
536,536,200.9021403147592
537,537,-184.22669802634596
538,538,254.85668175423933
539,539,-187.3622795048742
540,540,229.50034901196676
541,541,267.6573758742894
542,542,234.4398231633096
543,543,251.5412713584801
544,544,267.21100066512497
545,545,224.78154163475682
546,546,142.4934599452043
547,547,8.480743515558103
548,548,263.9252505397752
549,549,274.2992242191254
550,550,125.41064254555526
551,551,247.64501796323862
552,552,286.6936627018375
553,553,267.04851036384935
554,554,220.46680670398854
555,555,193.5916412203211
556,556,274.06290315362213
557,557,205.9633212038429
558,558,7.34786069967069
559,559,241.75530849289842
560,560,237.59286267174687
561,561,274.2023243304485
562,562,216.97895531110956
563,563,-20.042975230379895
564,564,289.01083760353674
565,565,240.2039120052336
566,566,276.12557161587006
567,567,251.7414125829378
568,568,275.77862634785936
569,569,276.97800669571143
570,570,253.8251130580653
571,571,214.23265457106737
572,572,277.6396678411305
573,573,243.70979983189176
574,574,251.14677184641664
575,575,224.29984312195114
576,576,284.2067775400393
577,577,268.35593771682284
578,578,234.692986544137
579,579,200.62958727234997
580,580,259.6209973288642
581,581,281.5711928513816
582,582,280.3365048231896
583,583,210.13307942577188
584,584,241.04454614927516
585,585,267.9095652776681
586,586,213.28639013369417
587,587,287.3963880767216
588,588,281.4389600174788
589,589,231.6824799714941
590,590,263.79122238898935
591,591,253.57313462738426
592,592,257.05561584274824
593,593,263.84012214436257
594,594,272.5956543192472
595,595,258.6153369663384
596,596,24.392139448100195
597,597,239.3200569807195
598,598,258.84358712027074
599,599,292.68527482472496
600,600,270.8544374649054
601,601,269.4169600828383
602,602,257.10839280626215
603,603,269.48608061175355
604,604,235.11480884508313
605,605,286.8120249721673
606,606,261.73770532804565
607,607,228.6126907053522
608,608,245.5289075394685
609,609,248.2000428836225
610,610,299.9150897454649
611,611,154.46422204067397
612,612,242.98880887592938
613,613,300.2847920133694
614,614,236.06924934583566
615,615,87.88605032723218
616,616,293.9213969343552
617,617,284.88478257190485
618,618,266.85505942005364
619,619,257.87622525153427
620,620,242.88625918415414
621,621,276.12749626406696
622,622,264.92633324558966
623,623,244.36128571500942
624,624,266.8290381169088
625,625,205.13874434364783
626,626,173.07738925805774
627,627,251.08316634428127
628,628,53.79628509301722
629,629,297.15785070257647
630,630,190.8318770555437
631,631,1.1039502651670006
632,632,285.9343764479793
633,633,229.79953387712212
634,634,299.39295815588605
635,635,278.2128862472839
636,636,247.01367999075438
637,637,242.28876212319875
638,638,296.64861479281194
639,639,236.76634401261765
640,640,288.15739444793184
641,641,258.5928576353119
642,642,276.4147027897928
643,643,279.3135423850382
644,644,256.17854639199993
645,645,234.9535657851047
646,646,26.036677817643735
647,647,249.04845313002872
648,648,250.80471783214097
649,649,249.54259993225662
650,650,266.4321433120799
651,651,248.59886216542378
652,652,243.22386346619592
653,653,288.69672601014594
654,654,228.30717502488676
655,655,270.4820385752622
656,656,259.03699797445813
657,657,0.9573502285503395
658,658,272.6605716225531
659,659,211.208565706297
660,660,285.751667747154
661,661,245.06645813909256
662,662,197.2435994954895
663,663,-0.6954934903506427
664,664,24.427827398247715
665,665,267.9469546248731
666,666,299.4013546719217
667,667,244.70462656063236
668,668,251.83696098292134
669,669,262.6847343190958
670,670,302.40275462506236
671,671,-15.513515860653868
672,672,-5.5491602193786775
673,673,281.04313503399806
674,674,228.73219134572128
675,675,275.1488114616253
676,676,292.69639526884794
677,677,251.24521216902954
678,678,-286.01997268266314
679,679,273.2709643930041
680,680,315.34045671542776
681,681,257.22126716869025
682,682,257.97500849253436
683,683,271.9879674302031
684,684,227.0071658669546
685,685,204.62561777405548
686,686,239.01457478198554
687,687,268.8724349803291
688,688,240.59302001496533
689,689,239.16330095926898
690,690,276.219233554149
691,691,229.76966749449048
692,692,295.0591761403805
693,693,276.1786902353066
694,694,229.82437486274048
695,695,243.92808227451877
696,696,270.58888134940764
697,697,281.4888777403955
698,698,299.30016528661235
699,699,294.6273291875133
700,700,161.60167166209797
701,701,238.3464177087004
702,702,276.18122138982613
703,703,257.0716430358483
704,704,237.96282291373836
705,705,291.63424937175614
706,706,262.6639889505907
707,707,263.7792303604608
708,708,277.37938491307096
709,709,201.75502366963008
710,710,218.29379427188815
711,711,224.2734915021622
712,712,235.79032638094162
713,713,296.47006709701486
714,714,256.2684743870914
715,715,117.75521420092853
716,716,304.7219835277117
717,717,264.20329750602383
718,718,239.75089285776937
719,719,250.4119505783209
720,720,273.03788817290206
721,721,253.62609967891703
722,722,290.5380813786451
723,723,282.9114622290218
724,724,235.54648922423502
725,725,271.0555457680018
726,726,280.846434021999
727,727,208.28541123900877
728,728,-10.387798780891842
729,729,257.02902933265443
730,730,128.98524166733228
731,731,244.67071755594108
732,732,260.68849683994983
733,733,100.71412001960383
734,734,266.19287329487383
735,735,253.89930540493137
736,736,267.5371825243441
737,737,250.7576527214408
738,738,284.9071233874828
739,739,-146.89664046568055
740,740,256.0819306701332
741,741,-185.27475511978383
742,742,15.149585150712895
743,743,289.93222853964573
744,744,288.84052202195755
745,745,204.76330993842384
746,746,281.4477505643466
747,747,268.94632217191986
748,748,231.1705140426156
749,749,239.96108169418318
750,750,248.3540867055292
751,751,286.34252003235144
752,752,239.52701339355886
753,753,282.80113329148514
754,754,253.68648997673844
755,755,244.25943225477752
756,756,254.2225949969211
757,757,300.85713641877726
758,758,275.47058818823473
759,759,230.05011700511722
760,760,38.785779724689235
761,761,265.3569572750675
762,762,243.19521923352855
763,763,240.3306146447996
764,764,226.35280635281575
765,765,265.06267061828
766,766,261.2642634831774
767,767,315.61738241467964
768,768,238.18900244240578
769,769,245.03863132638816
770,770,252.12634586741675
771,771,263.0338387595564
772,772,252.5239599042712
773,773,260.94658814974804
774,774,253.14131740976887
775,775,249.11768945670627
776,776,261.8817931320132
777,777,253.19005409784208
778,778,225.0814498063088
779,779,264.2234645042763
780,780,268.78846603069974
781,781,196.00576956980166
782,782,253.94334351081392
783,783,220.0629134016179
784,784,296.9650168952621
785,785,203.90306596211974
786,786,255.5754039992589
787,787,-233.3424778461729
788,788,215.63755095341986
789,789,262.2209388148133
790,790,260.17080521587604
791,791,249.15235574860617
792,792,127.78123095375327
793,793,-99.33248873863391
794,794,-10.491104478120336
795,795,139.5555010247205
796,796,221.75954704901017
797,797,202.53623758002345
798,798,-61.46436548125404
799,799,228.30464879238784
800,800,225.55668207623734
801,801,-28.258000695355832
802,802,-101.90853525865266
803,803,240.43282402498912
804,804,255.26985496284212
805,805,247.25070909824177
806,806,247.5342640133351
807,807,216.9655146615253
808,808,208.04156092318595
809,809,230.7588205755433
810,810,-101.74309283693493
811,811,-91.8296235506652
812,812,206.50690086164036
813,813,-28.45841868917195
814,814,241.6940689947236
815,815,-5.4455131801532985
816,816,278.95815229932634
817,817,254.8306635455925
818,818,221.11427671788422
819,819,265.71236384592737
820,820,216.0853351782149
821,821,242.34098761044447
822,822,242.0949101830177
823,823,-123.11637653690224
824,824,-20.882008692346204
825,825,229.93504792593885
826,826,293.86674010559125
827,827,272.39219452084797
828,828,246.11378450981795
829,829,274.16948478531106
830,830,235.13491953044425
831,831,248.948639234457
832,832,258.14485836618485
833,833,243.29415254312573
834,834,254.47795215778874
835,835,244.80992606549466
836,836,273.89155692713405
837,837,275.0651640053012
838,838,301.37430450463887
839,839,244.12507937271272
840,840,249.18742720890023
841,841,255.16217411547584
842,842,253.6472113968824
843,843,226.04295870800138
844,844,280.419465233225
845,845,278.24563403858485
846,846,253.1383762880024
847,847,211.9553894804362
848,848,231.5982790101972
849,849,-4.448513328406335
850,850,252.7625296762515
851,851,250.66872168126213
852,852,266.8071829113982
853,853,237.80066884736567
854,854,227.3331669756614
855,855,243.43985654818158
856,856,249.8209690784009
857,857,-48.1231559826434
858,858,272.6122879824505
859,859,246.52002244314298
860,860,20.025722659628585
861,861,38.31211890041155
862,862,20.13375623973782
863,863,215.63350041494328
864,864,2.708039702403781
865,865,231.99094799041407
866,866,268.1707558260284
867,867,51.42612665336932
868,868,61.09577759894324
869,869,257.57533121047635
870,870,30.15574518314091
871,871,266.43301767094
872,872,-216.85169861594483
873,873,233.33236270113673
874,874,252.0047378625585
875,875,50.98081710508836
876,876,229.06311030533786
877,877,288.73527324355314
878,878,-156.8167974408407
879,879,256.2384574901944
880,880,264.5127985390865
881,881,247.11276516943857
882,882,283.57211817858393
883,883,284.41889065296874
884,884,293.5955969965548
885,885,165.01486181198692
886,886,242.7245173303804
887,887,273.8686222294
888,888,261.85894809528907
889,889,-26.94935751705593
890,890,-196.84394512692387
891,891,242.48336245496975
892,892,224.07930849261237
893,893,246.57551983295983
894,894,-202.37340449244942
895,895,257.4216222962384
896,896,-168.341690161219
897,897,-30.803057402234998
898,898,269.53188199352013
899,899,-80.53353588229908
900,900,282.85022889470054
901,901,-14.306164670682364
902,902,17.038652723472822
903,903,50.99629098728402
904,904,-31.764894405698413
905,905,-29.691736719158953
906,906,7.0879080881466905
907,907,-2.575741013008323
908,908,28.65225127363653
909,909,181.08020043725548
910,910,-23.14765220157888
911,911,-129.82302688624583
912,912,229.1684915364047
913,913,-72.96780363674696
914,914,-5.89751540563509
915,915,229.31540691459378
916,916,-196.46541602835373
917,917,-14.029998602383642
918,918,28.38501603194331
919,919,66.44073872509709
920,920,209.89016621389345
921,921,233.98872790032655
922,922,181.9286243425363
923,923,285.104048659578
924,924,217.1833687419413
925,925,281.4434455627145
926,926,299.2366904624372
927,927,301.3379221397522
928,928,264.9242754934186
929,929,180.2733289188542
930,930,-55.7632829230975
931,931,212.8269989226367
932,932,223.75390822629038
933,933,253.5602339657642
934,934,267.6170433684506
935,935,277.33866418438987
936,936,267.5798627083475
937,937,1.6956785238732266
938,938,260.30646888791046
939,939,224.96345333249536
940,940,223.77223503143676
941,941,16.18315496930599
942,942,165.8072443759202
943,943,268.5443802224575
944,944,238.1148718054833
945,945,238.2386691046206
946,946,272.4864245360287
947,947,287.04646551358263
948,948,261.2749965660337
949,949,289.54586188394353
950,950,207.16144099167087
951,951,4.004540787051241
952,952,-58.473779183616685
953,953,283.1977006623513
954,954,-168.53381399328322
955,955,250.21530399203309
956,956,291.39612587158587
957,957,174.91672592374425
958,958,259.8497092954553
959,959,219.72864504801333
960,960,278.9345686677675
961,961,274.35604920778223
962,962,208.85349469199755
963,963,238.0312284642891
964,964,189.65809286995346
965,965,277.4481110367259
966,966,249.25611963269395
967,967,6.429741295274681
968,968,262.43880103896726
969,969,225.50240335063438
970,970,236.52634897220824
971,971,262.84749931311603
972,972,51.9289744503148
973,973,271.2994206840228
974,974,229.7332117624793
975,975,224.51438704420133
976,976,203.41018213073284
977,977,249.64510175522696
978,978,294.8385296703217
979,979,272.78501351031656
980,980,262.2541515035422
981,981,244.8584984693225
982,982,251.10623603492922
983,983,258.99266548088445
984,984,-19.593491165072393
985,985,260.9534206196671
986,986,243.84952427702441
987,987,225.82805453280355
988,988,275.10978196244355
989,989,291.2565864526963
990,990,215.8787782408262
991,991,235.14554102469882
992,992,254.6579092733516
993,993,244.9098731338554
994,994,276.64676802657175
995,995,235.65551536133643
996,996,268.8371031606332
997,997,291.3243896978713
998,998,272.8919778298927
999,999,276.97146851266496
